PNS index,SNS index,Stress index,Mean RR  (ms),SDNN (ms),Mean HR (beats/min),SD HR (beats/min),Min HR (beats/min),Max HR (beats/min),RMSSD (ms),NNxx (beats),pNNxx (%),RR tri index,TINN (ms),DC (ms),DCmod (ms),AC (ms),ACmod (ms),VLF (Hz),LF (Hz),HF (Hz),VLF (ms^2),LF (ms^2),HF (ms^2),VLF (log),LF (log),HF (log),VLF (%),LF (%),HF (%),LF (n.u.),HF (n.u.),Total power (ms^2),LF/HF ratio,RESP (Hz),SD1 (ms),SD2 (ms),SD2/SD1 ratio,Approximate entropy (ApEn),Sample entropy (SampEn),alpha 1,alpha 2,Correlation dimension (D2),Mean line length (beats),Max line length (beats),Recurrence rate (REC) (%),Determinism (DET) (%),Shannon entropy,MSE(1),MSE(2),VLF (Hz) AR spectrum,LF (Hz) AR spectrum,HF (Hz) AR spectrum,VLF (ms^2) AR spectrum,LF (ms^2) AR spectrum,HF (ms^2) AR spectrum,VLF (log) AR spectrum,LF (log) AR spectrum,HF (log) AR spectrum,VLF (%) AR spectrum,LF (%) AR spectrum,HF (%) AR spectrum,LF (n.u.) AR spectrum,HF (n.u.) AR spectrum
0,0.024223776,0.00067224,0.266609533,7.38501E-05,0.000429494,0.000484633,0.000393957,0.000375273,0.000140457,0.026578073,3.20708E-05,0.000311481,0.07966457,0.000468649,0.000128482,0.999659054,0.999862064,0.75001875,0.096774506,0.581078944,0.000140721,0.00029079,0.000379281,0.000522088,0.00065628,0.000202465,0.002198499,0.00065156,0.454384107,0.000756356,0.476082911,0.000290352,0.000440762,0.958111449,0.072173106,0.110223857,0.162467326,0.000645119,0.000576992,0.001134406,0.000575855,7.17017E-08,7.11708E-05,0.07253886,0.354588974,3.24709E-05,7.99891E-05,0.000576992,0.000577401,1,0.303027273,0.746668,0.000221378,0.000193203,0.001246654,0.000661282,1,7.99472E-05,0.000758966,0.000797561,0.000406184,0.000643996,0.000405367
0.310052503,0.007692913,0.000244204,0.735048803,0.000867616,0.000115684,0.001318266,4.24941E-05,0.000103859,1,0.528239203,0.000855215,0.000859863,0.335429769,0.008722098,0.000869867,0.997261459,0.999136269,0.24998125,0.870970552,0.554054657,0.000319402,0.001032957,0.015055585,0.000721982,0.00090988,0.000657226,0.000219153,5.85599E-05,0.954513886,7.42625E-05,0.948034353,0.005387718,2.39351E-05,0.372015387,0.455798131,0.428763333,0.04865414,0.000554517,0.000340182,0.000218656,5.75031E-05,1,4.64884E-05,0.067357513,8.61677E-05,5.50604E-05,6.43815E-05,0.000340182,0.000330402,1,1,0.493332,0.000266957,0.000894079,0.050381236,0.000705401,0.001289301,0.000594332,0,0.270769457,0.000985438,7.5223E-05,1
0.309807527,0.008290937,0.000191083,0.60121272,0.000800331,0.00018777,0.001472545,1.81927E-05,0.000272931,0.000773444,0.448504983,0.00081726,0.001573199,0.421383648,0.005445926,0.000679667,0.995870958,0,0.75001875,0.193549011,0.418917001,1,0.001724646,0.011752213,0.001009357,0.00101393,0.000624793,1,0.000197379,0.830708505,0.000228906,0.842667199,0.004777266,8.18758E-05,0.424031697,0.397690416,0.45289857,0.105249386,0.000516701,0.992937058,0.000483451,0.000250773,0.001172228,5.85464E-05,0.082901554,2.79449E-05,5.20143E-05,7.06482E-05,0.992937058,0.000506652,1,1,0.666668,1,0.001094478,0.040209164,0.001020912,0.001341123,0.000561297,0.000189989,0.00021782,0.000882638,0.000156803,0.0007866
0.309357582,0.013403447,0.000476547,0.767099263,0.31428676,9.99499E-05,7.95017E-05,1,6.89284E-05,0.000110532,0.013289037,2.19896E-05,0.000450512,0.121593291,0.003353309,0.00014088,0.998425713,0.999881191,0.75001875,0.258068574,0.324323886,0.000286242,0.000262739,1,0.000694597,0.000636387,0.000298378,0.002825358,0.000351736,0.655035578,0.000427401,0.708634525,0.000459944,0.000177944,0.312031443,0.056856956,0.129394861,0.272907233,0.000535479,0.000482298,0.000851807,0.000153397,3.01147E-06,0.000435536,0.222797927,0.000259059,8.31968E-05,0.000216053,0.000482298,1,0,0,0.346668,0.000350178,0.000164698,0.003873103,0.000769938,0.00086072,0.000226185,0.000679489,0.476299831,0.000718436,0.000258984,0.000708439
0.30940026,0.012845037,0.393391625,0.422284244,1,0.000303864,0.001863943,0.000252357,0.000254074,0.000562122,0.315614618,0.000425305,0.001210455,0.331236897,0.019488253,0.000844083,0.993606984,0.999504962,1,1,0.121621457,7.7357E-05,0.002371255,0.013948658,0.000386373,0.001078769,0.00064722,0,0.000243671,0.828781682,0.000268942,0.814562873,0.005682227,9.91596E-05,0.160426943,0.288869096,0.562103529,0.32221252,0.000567324,0.000289278,0.000989471,0,0.000630163,0.000299186,0.134715026,0.000159386,8.62214E-05,0.000178128,0.000289278,0.000324554,1,1,0.133332,0.000280773,1,0.051291781,0.000717361,0.001316424,0.000596957,1.39347E-06,0.293077914,0.000976121,9.06919E-05,0.991983026
0.309736893,0.009737157,0.000242879,0.565251081,0.0007061,0.000209107,0.001367404,0.000142949,0.928587193,0.000720406,0.491694352,0.723208278,0.001280022,0.348008386,0.005026809,0.000673256,0.998261889,0.999334275,0.499962499,0.35484308,0.608107286,0.001248724,0.001379956,0.0095149,0.001071402,0.000968614,0.000597178,0.00146037,0.00018997,0.818772258,0.000226181,0.846134158,0.003919239,8.05643E-05,0.743990343,0.370253147,0.38305749,0.075612386,0.000603582,0.000511962,0.000601807,0.000375006,0.001179063,1.57843E-05,0.056994819,0,3.50045E-05,4.46059E-05,0.000511962,0.82120986,0,0,0.68,0.001499107,0.000736087,0.029725494,0.001122589,0.001239541,1,0.000437447,0.000174787,1,0.000136588,0.000802111
0.311206674,0,0,1,0.002073895,0,0.002422281,0.838542195,0,0.001944921,0.661129568,0.001229592,0.002583618,1,0.014507321,0.001813077,0.992593715,0.998041866,0,0.870970552,0.635135628,0.001202394,0.010327756,0.073148256,0.001061571,0.001379386,0.000865169,0.000124608,0.000195987,0.860995167,0.000219682,0.850556792,0.028785882,7.78944E-05,0.446063256,1,1,0.065461298,0.000535133,0.000643989,0.000337764,1.31812E-05,2.23231E-05,8.30053E-05,0.077720207,7.5078E-05,4.81739E-05,8.33294E-05,0.000643989,0.00029589,1,1,0.613332,0.002084751,0.006274805,0.24038062,0.001203403,0.001790176,0.000824086,3.04181E-05,0.000216087,0.000919836,0.00014847,0.000794807
0.309404598,0.012369114,0.000268005,0.439325483,0.000522136,0.000291649,0.001290422,0.000232737,0.000246479,0.000503514,0.265780731,0.000362492,0.001192907,0.339622642,0.010067264,0.000494064,0.993545798,0.999296788,1,0.258068574,0.445945343,0.000191504,0.000623195,0.007770685,0.000595783,0.00080794,0.000570777,0.000270832,8.26696E-05,0.937662371,0.000100236,0.932579204,0.002824504,3.26941E-05,0.317951576,0.258751352,0.347572241,0.157321116,0.000486933,0.0002805,0.000507022,0.000274499,0.000591587,0.001349742,0.730569948,0.000448164,0.000102366,1,0.0002805,0.000356334,0,0,0.44,0.000690506,0.326814278,0.026037356,0.000933564,0.001028099,0.980680525,0.000238039,3.09715E-05,0.000988955,0.136527162,0.000892308
0.309974935,0.008708252,0.000233124,0.609723177,0.000884529,0.00018285,0.001534282,8.84726E-05,0.968278306,0.000926915,0.50166113,0.000760228,0.001048133,0.327044025,0.006843679,0.000869011,0.996172132,0.999005857,0,0.483872529,0.810809715,0.000832854,0.000796968,0.019030715,0.000966368,1,1,0.615586168,0,0.986248004,1.29506E-05,0.990675722,0.006609041,4.02821E-06,0.62042417,0.476410263,0.407947201,0.024075194,1,0.000293263,0.000342528,0.000440253,0.000758819,0.000335599,0.113989637,0.000233179,7.43845E-05,0.000191726,0.000293263,0.000348952,0,0,0.853332,0.001312571,0.000722062,0.058175517,0.001090086,0.001234616,0.000615436,0.000193894,3.22967E-05,0.000992891,2.44791E-05,0.000888034
0.308708602,0.045634885,0.001510267,0.111110219,0.14430046,0.000587064,0.000118497,0.000608114,0.000461471,2.0856E-05,0,0,0,0,1,2.32949E-05,1,0.999973938,1,0,1,0,0,0,0,0,0,0.001802053,0.000136875,0.820813662,0.000170294,0.858604881,0,6.06106E-05,1,0.010716856,0,0.019069382,0.000374437,0,0.000105316,0.555133317,0,7.65962E-05,0.113989637,2.4129E-06,4.32111E-05,8.23835E-05,0,0,0,0,1,0,0,0,0,0,0.321901169,0.000326036,0.000124852,0.000904231,9.52617E-05,0.000829108
0.308486726,0.034765715,1,0.055388081,2.97887E-05,0.000653797,0.000660015,0.000635012,0.000615201,0,0,0,0.000299796,0.083857442,0,0,0.999950232,1,0.499962499,0.161294069,0,0.000866683,1,5.62732E-05,0.000976674,0.000900825,5.69457E-05,0.006114492,0.001102112,0,0.001461603,0,0.000644675,0.004625561,0.53367545,0,0.141212987,0.859262151,0.000647802,0.00027712,0.002876636,0.001073941,5.11472E-06,0.000910152,1,0.000740278,1,0.000343752,0.00027712,0.000466388,1,0.272727273,0,0.000361231,0.000412012,0.000222281,0.000777361,0.001091576,0.403160946,0.000956852,0.001396682,0,0.00116537,0
0.308965517,0.030444421,0.001069236,0.483578973,0,0.000261151,0.00010911,0.000220884,0.000195479,2.13515E-05,0,0,0.000190015,0.023060797,0.000411381,3.2212E-05,0.99965505,0.999982659,1,0.129029448,0.62161943,0.000505706,0.000617908,0.000366611,0.000838218,0.00080624,0.000198954,0.004527202,0.000852615,0.234265644,0.001070905,0.266827902,0.000503842,1,0.799082235,0.011672216,0.106624496,0.511440789,0.000587462,0.000435679,0.00139558,0.000435987,0.000322326,0.000389525,0.235240725,0.000275942,7.20316E-05,0.000181645,0.000435679,0.000418607,1,0.181818182,0.426668,0.000264389,0.000241478,0.00065787,0.000703107,0.00095645,9.42377E-06,1,0.001063341,0.000206616,1,0.000215893
0.308785799,0.027862389,0.000589956,0.029912556,0.000191772,0.000686487,0.001350521,0.000560529,0.000616049,0.000249052,0.179401993,0.000179434,0.719225481,0.178197065,0.001359754,0.000230883,0.99921761,0.634701586,1,0.258068574,0.581078944,0.000256846,0.000417503,0.000644487,0.000667712,0.000727838,0.000260176,0.002559419,0.000610536,0.471907905,0.00071932,0.50200351,0.000456919,0.000401323,0.881577123,0.127921945,0.161423406,0.125381313,0.000761336,0.000606707,1,1,3.14532E-05,0.000140225,0.14507772,0.000134359,5.29941E-05,0.000111943,0.000606707,0.000475591,0,0,0.96,0.000490149,0.000181481,0.002637018,0.000850654,0.000884904,0.000174406,0.001110592,0.000437764,0.000548137,0.000393155,0.000598929
